,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
487,2023,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
488,2023,SE,FT,Data Scientist,317070,USD,317070,US,0,US,M
489,2023,SE,FT,Data Scientist,170730,USD,170730,US,0,US,M
501,2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
502,2023,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M
519,2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M
520,2023,SE,FT,Data Scientist,183000,USD,183000,US,100,US,M
533,2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
534,2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
541,2023,SE,FT,Data Scientist,173000,USD,173000,US,100,US,M
542,2023,SE,FT,Data Scientist,132000,USD,132000,US,100,US,M
549,2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M
550,2023,SE,FT,Data Scientist,183500,USD,183500,US,100,US,M
553,2023,EX,FT,Data Scientist,145000,USD,145000,US,0,US,M
554,2023,EX,FT,Data Scientist,100000,USD,100000,US,0,US,M
559,2023,MI,FT,Data Scientist,90000,EUR,96578,IE,0,IE,M
560,2023,MI,FT,Data Scientist,75000,EUR,80481,IE,0,IE,M
565,2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M
566,2023,SE,FT,Data Scientist,183500,USD,183500,US,100,US,M
579,2023,MI,FT,Data Scientist,65000,GBP,78990,GB,0,GB,M
580,2023,MI,FT,Data Scientist,42000,GBP,51039,GB,0,GB,M
581,2023,EN,FT,Data Scientist,190000,USD,190000,US,0,US,M
582,2023,EN,FT,Data Scientist,120000,USD,120000,US,0,US,M
583,2023,MI,FT,Data Scientist,70000,GBP,85066,GB,0,GB,M
584,2023,MI,FT,Data Scientist,42000,GBP,51039,GB,0,GB,M
585,2023,MI,FT,Data Scientist,90000,GBP,109371,GB,0,GB,M
586,2023,MI,FT,Data Scientist,60000,GBP,72914,GB,0,GB,M
591,2023,EN,FT,Data Scientist,112000,CHF,121093,CH,50,CH,L
592,2022,MI,FT,Data Scientist,70000,EUR,73546,DE,100,DE,M
604,2023,MI,FT,Data Scientist,56000,EUR,60093,AT,100,DE,M
607,2023,SE,FT,Data Scientist,201036,USD,201036,US,0,US,M
608,2023,SE,FT,Data Scientist,134024,USD,134024,US,0,US,M
613,2023,SE,FT,Data Scientist,172000,USD,172000,US,0,US,M
614,2023,SE,FT,Data Scientist,115000,USD,115000,US,0,US,M
619,2023,SE,FT,Data Scientist,237000,USD,237000,US,100,US,M
620,2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
625,2023,SE,FT,Data Scientist,258000,USD,258000,CA,0,CA,M
626,2023,SE,FT,Data Scientist,190000,USD,190000,CA,0,CA,M
633,2023,SE,FT,Data Scientist,239748,USD,239748,US,0,US,M
634,2023,SE,FT,Data Scientist,159832,USD,159832,US,0,US,M
635,2023,SE,FT,Data Scientist,186300,USD,186300,US,100,US,M
636,2023,SE,FT,Data Scientist,102500,USD,102500,US,100,US,M
639,2023,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M
640,2023,SE,FT,Data Scientist,126000,USD,126000,US,0,US,M
667,2023,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M
668,2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
689,2023,MI,FT,Data Scientist,145000,USD,145000,US,0,US,M
690,2023,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M
697,2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M
698,2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
699,2023,MI,FT,Data Scientist,145000,USD,145000,US,0,US,M
700,2023,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M
707,2023,EX,FT,Data Scientist,200000,USD,200000,US,0,US,M
708,2023,EX,FT,Data Scientist,145000,USD,145000,US,0,US,M
714,2023,SE,FT,Data Scientist,205000,USD,205000,US,0,US,M
715,2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
716,2023,SE,FT,Data Scientist,297300,USD,297300,US,100,US,M
717,2023,SE,FT,Data Scientist,198200,USD,198200,US,100,US,M
735,2023,MI,FT,Data Scientist,1400000,INR,17022,IN,100,IN,L
743,2023,SE,FT,Data Scientist,105000,USD,105000,US,0,US,M
744,2023,SE,FT,Data Scientist,70000,USD,70000,US,0,US,M
765,2023,MI,FT,Data Scientist,55000,EUR,59020,ES,0,ES,M
766,2023,MI,FT,Data Scientist,45000,EUR,48289,ES,0,ES,M
785,2023,SE,FT,Data Scientist,239748,USD,239748,US,0,US,M
786,2023,SE,FT,Data Scientist,159832,USD,159832,US,0,US,M
789,2023,MI,FT,Data Scientist,128750,USD,128750,US,0,US,M
790,2023,MI,FT,Data Scientist,106250,USD,106250,US,0,US,M
822,2023,SE,FT,Data Scientist,210550,USD,210550,US,0,US,M
823,2023,SE,FT,Data Scientist,153300,USD,153300,US,0,US,M
824,2023,MI,FT,Data Scientist,200000,USD,200000,US,100,US,M
825,2023,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M
830,2023,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M
831,2023,SE,FT,Data Scientist,148750,USD,148750,US,0,US,M
843,2023,SE,FT,Data Scientist,186300,USD,186300,US,100,US,M
844,2023,SE,FT,Data Scientist,123900,USD,123900,US,100,US,M
851,2023,MI,FT,Data Scientist,60000,EUR,64385,FR,50,FR,M
866,2023,SE,FT,Data Scientist,149076,USD,149076,US,0,US,M
867,2023,SE,FT,Data Scientist,82365,USD,82365,US,0,US,M
888,2023,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M
889,2023,MI,FT,Data Scientist,97750,USD,97750,US,100,US,M
890,2023,SE,FT,Data Scientist,201000,USD,201000,US,0,US,M
891,2023,SE,FT,Data Scientist,122000,USD,122000,US,0,US,M
896,2023,MI,FT,Data Scientist,116990,USD,116990,US,100,US,M
897,2023,MI,FT,Data Scientist,82920,USD,82920,US,100,US,M
898,2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
899,2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
902,2023,SE,FT,Data Scientist,201000,USD,201000,US,0,US,M
903,2023,SE,FT,Data Scientist,122000,USD,122000,US,0,US,M
914,2023,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M
915,2023,SE,FT,Data Scientist,136000,USD,136000,US,0,US,M
920,2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M
921,2023,SE,FT,Data Scientist,183000,USD,183000,US,100,US,M
930,2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
931,2023,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M
938,2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
939,2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
958,2023,SE,FT,Data Scientist,260000,USD,260000,US,0,US,M
959,2023,SE,FT,Data Scientist,186000,USD,186000,US,0,US,M
964,2023,SE,FT,Data Scientist,45000,EUR,48289,ES,0,ES,M
965,2023,SE,FT,Data Scientist,36000,EUR,38631,ES,0,ES,M
966,2023,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
967,2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
997,2023,MI,FT,Data Scientist,40000,USD,40000,FR,50,FR,L
1001,2023,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
1002,2023,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
1011,2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
1012,2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
1050,2023,SE,FT,Data Scientist,149076,USD,149076,US,0,US,M
1051,2023,SE,FT,Data Scientist,82365,USD,82365,US,0,US,M
1069,2022,EN,FT,Data Scientist,168000,USD,168000,US,100,US,M
1073,2023,SE,FT,Data Scientist,147100,USD,147100,US,0,US,M
1074,2023,SE,FT,Data Scientist,90700,USD,90700,US,0,US,M
1097,2023,SE,FT,Data Scientist,300240,USD,300240,US,0,US,M
1098,2023,SE,FT,Data Scientist,200160,USD,200160,US,0,US,M
1099,2023,SE,FT,Data Scientist,300240,USD,300240,US,0,US,M
1100,2023,SE,FT,Data Scientist,200160,USD,200160,US,0,US,M
1105,2023,SE,FT,Data Scientist,370000,USD,370000,US,0,US,M
1106,2023,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M
1141,2023,SE,FT,Data Scientist,126500,USD,126500,US,0,US,M
1142,2023,SE,FT,Data Scientist,78000,USD,78000,US,0,US,M
1157,2023,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M
1158,2023,SE,FT,Data Scientist,139500,USD,139500,US,0,US,M
1166,2023,EN,FT,Data Scientist,101400,BRL,19522,BR,100,BR,L
1169,2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
1170,2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
1177,2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
1178,2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
1193,2023,SE,FT,Data Scientist,215050,USD,215050,US,100,US,M
1194,2023,SE,FT,Data Scientist,156400,USD,156400,US,100,US,M
1201,2023,SE,FT,Data Scientist,209300,USD,209300,US,100,US,M
1202,2023,SE,FT,Data Scientist,182200,USD,182200,US,100,US,M
1205,2022,EN,FT,Data Scientist,85000,USD,85000,US,0,US,M
1230,2023,EN,FT,Data Scientist,800000,INR,9727,IN,0,IN,L
1251,2023,MI,FT,Data Scientist,170000,USD,170000,US,0,US,M
1252,2023,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M
1292,2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
1293,2023,SE,FT,Data Scientist,135000,USD,135000,US,100,US,M
1300,2023,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
1301,2023,SE,FT,Data Scientist,90000,USD,90000,US,100,US,M
1306,2023,SE,FT,Data Scientist,149076,USD,149076,US,0,US,M
1307,2023,SE,FT,Data Scientist,82365,USD,82365,US,0,US,M
1309,2023,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M
1310,2023,SE,FT,Data Scientist,148750,USD,148750,US,0,US,M
1313,2023,SE,FT,Data Scientist,235000,USD,235000,US,100,US,M
1314,2023,SE,FT,Data Scientist,185000,USD,185000,US,100,US,M
1317,2023,SE,FT,Data Scientist,216100,USD,216100,US,0,US,M
1318,2023,SE,FT,Data Scientist,140800,USD,140800,US,0,US,M
1322,2023,EN,FT,Data Scientist,110000,USD,110000,US,50,US,S
1335,2023,MI,FT,Data Scientist,151410,USD,151410,US,100,US,M
1336,2023,MI,FT,Data Scientist,115360,USD,115360,US,100,US,M
1341,2023,EN,FT,Data Scientist,1050000,INR,12767,IN,50,IN,L
1342,2023,SE,FT,Data Scientist,250000,USD,250000,US,0,US,M
1343,2023,SE,FT,Data Scientist,162500,USD,162500,US,0,US,M
1344,2023,SE,FT,Data Scientist,185000,USD,185000,GB,0,GB,M
1345,2023,SE,FT,Data Scientist,120250,USD,120250,GB,0,GB,M
1347,2022,EN,FT,Data Scientist,180000,USD,180000,US,100,US,M
1358,2023,SE,FT,Data Scientist,225000,USD,225000,US,100,US,M
1359,2023,SE,FT,Data Scientist,156400,USD,156400,US,100,US,M
1384,2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
1385,2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
1400,2023,SE,FT,Data Scientist,165000,USD,165000,US,100,US,M
1401,2023,SE,FT,Data Scientist,144000,USD,144000,US,100,US,M
1410,2023,SE,FT,Data Scientist,105000,USD,105000,US,0,US,M
1411,2023,SE,FT,Data Scientist,70000,USD,70000,US,0,US,M
1417,2023,SE,FT,Data Scientist,183000,USD,183000,US,0,US,M
1418,2023,SE,FT,Data Scientist,134000,USD,134000,US,0,US,M
1429,2023,SE,FT,Data Scientist,225000,USD,225000,US,100,US,M
1430,2023,SE,FT,Data Scientist,156400,USD,156400,US,100,US,M
1433,2023,SE,FT,Data Scientist,228000,USD,228000,US,0,US,M
1434,2023,SE,FT,Data Scientist,152000,USD,152000,US,0,US,M
1435,2023,SE,FT,Data Scientist,209450,USD,209450,US,100,US,M
1436,2023,SE,FT,Data Scientist,158677,USD,158677,US,100,US,M
1443,2022,MI,FT,Data Scientist,155000,USD,155000,US,100,US,L
1445,2023,SE,FT,Data Scientist,59000,EUR,63312,CY,50,EE,L
1446,2023,SE,FT,Data Scientist,237000,USD,237000,US,100,US,M
1447,2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
1448,2023,SE,FT,Data Scientist,240000,USD,240000,US,100,US,M
1449,2023,SE,FT,Data Scientist,139000,USD,139000,US,100,US,M
1460,2023,SE,FT,Data Scientist,285800,USD,285800,US,100,US,M
1461,2023,SE,FT,Data Scientist,154600,USD,154600,US,100,US,M
1480,2023,EN,FT,Data Scientist,124234,USD,124234,US,0,US,M
1481,2023,EN,FT,Data Scientist,74540,USD,74540,US,0,US,M
1486,2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M
1487,2023,SE,FT,Data Scientist,183500,USD,183500,US,100,US,M
1488,2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M
1489,2023,SE,FT,Data Scientist,183500,USD,183500,US,100,US,M
1498,2023,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
1499,2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
1512,2023,EN,FT,Data Scientist,1060000,INR,12888,IN,50,IN,S
1515,2023,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
1516,2023,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
1519,2023,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M
1520,2023,SE,FT,Data Scientist,84000,USD,84000,US,100,US,M
1537,2023,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M
1538,2023,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M
1543,2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
1544,2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
1550,2023,SE,FT,Data Scientist,257000,USD,257000,US,0,US,M
1551,2023,SE,FT,Data Scientist,134000,USD,134000,US,0,US,M
1552,2023,SE,FT,Data Scientist,72000,EUR,77262,LV,0,LV,M
1553,2023,SE,FT,Data Scientist,36000,EUR,38631,LV,0,LV,M
1562,2023,MI,FT,Data Scientist,50000,EUR,53654,RO,50,RO,L
1573,2023,SE,FT,Data Scientist,237000,USD,237000,US,100,US,M
1574,2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
1575,2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
1576,2023,SE,FT,Data Scientist,90000,USD,90000,US,100,US,M
1581,2023,MI,FT,Data Scientist,183310,USD,183310,US,0,US,M
1582,2023,MI,FT,Data Scientist,183310,USD,183310,US,0,US,M
1585,2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M
1586,2023,SE,FT,Data Scientist,185000,USD,185000,US,0,US,M
1591,2023,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M
1592,2023,SE,FT,Data Scientist,146000,USD,146000,US,0,US,M
1595,2023,MI,FT,Data Scientist,840000,THB,24740,TH,50,TH,L
1599,2023,SE,FT,Data Scientist,182000,USD,182000,US,0,US,M
1600,2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
1605,2023,EX,FT,Data Scientist,300000,USD,300000,US,0,US,M
1606,2023,EX,FT,Data Scientist,200000,USD,200000,US,0,US,M
1611,2022,MI,FT,Data Scientist,110000,USD,110000,US,100,US,L
1612,2023,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
1613,2023,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
1614,2023,SE,FT,Data Scientist,168000,USD,168000,US,100,US,M
1615,2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
1620,2023,SE,FT,Data Scientist,153400,USD,153400,US,0,US,M
1621,2023,SE,FT,Data Scientist,122700,USD,122700,US,0,US,M
1622,2023,SE,FT,Data Scientist,185000,USD,185000,US,0,US,M
1623,2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
1624,2023,SE,FT,Data Scientist,205000,USD,205000,US,100,US,M
1625,2023,SE,FT,Data Scientist,185000,USD,185000,US,100,US,M
1630,2023,EN,FT,Data Scientist,50000,USD,50000,IN,100,US,M
1633,2023,SE,FT,Data Scientist,223800,USD,223800,US,0,US,M
1634,2023,SE,FT,Data Scientist,172100,USD,172100,US,0,US,M
1635,2023,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
1636,2023,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
1651,2023,SE,FT,Data Scientist,168400,USD,168400,US,0,US,M
1652,2023,SE,FT,Data Scientist,105200,USD,105200,US,0,US,M
1677,2023,SE,FT,Data Scientist,297300,USD,297300,US,100,US,M
1678,2023,SE,FT,Data Scientist,198200,USD,198200,US,100,US,M
1681,2023,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M
1682,2023,SE,FT,Data Scientist,84000,USD,84000,US,100,US,M
1692,2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
1693,2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
1702,2023,MI,FT,Data Scientist,187500,USD,187500,US,0,US,M
1703,2023,MI,FT,Data Scientist,165000,USD,165000,US,0,US,M
1712,2023,SE,FT,Data Scientist,135000,USD,135000,US,100,US,M
1713,2023,SE,FT,Data Scientist,115000,USD,115000,US,100,US,M
1716,2023,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
1717,2023,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
1738,2021,SE,FT,Data Scientist,4000000,INR,54094,IN,100,IN,L
1746,2022,EN,FT,Data Scientist,100000,USD,100000,US,100,US,M
1758,2023,SE,FT,Data Scientist,272550,USD,272550,US,0,US,M
1759,2023,SE,FT,Data Scientist,198200,USD,198200,US,0,US,M
1760,2023,SE,FT,Data Scientist,182000,USD,182000,US,0,US,M
1761,2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
1766,2023,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M
1767,2023,MI,FT,Data Scientist,105000,USD,105000,US,0,US,M
1778,2023,SE,FT,Data Scientist,143100,USD,143100,CA,0,CA,M
1779,2023,SE,FT,Data Scientist,113000,USD,113000,CA,0,CA,M
1782,2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
1783,2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
1786,2023,SE,FT,Data Scientist,180560,USD,180560,US,0,US,M
1787,2023,SE,FT,Data Scientist,115440,USD,115440,US,0,US,M
1788,2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
1789,2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
1792,2023,SE,FT,Data Scientist,120000,USD,120000,CA,0,CA,M
1793,2023,SE,FT,Data Scientist,110000,USD,110000,CA,0,CA,M
1811,2022,EN,FT,Data Scientist,130000,USD,130000,US,0,US,M
1816,2022,MI,FT,Data Scientist,1100000,INR,13989,IN,100,IN,L
1817,2023,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M
1818,2023,MI,FT,Data Scientist,90000,USD,90000,US,0,US,M
1826,2022,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
1827,2022,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
1843,2022,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M
1844,2022,MI,FT,Data Scientist,127500,USD,127500,US,100,US,M
1845,2022,SE,FT,Data Scientist,126500,USD,126500,US,100,US,M
1846,2022,SE,FT,Data Scientist,51000,USD,51000,US,100,US,M
