QuestionIndex,Question,Current Prompt,CodeIndex,Code,CodeType,PlottingCall,PlottingKind,PlottingColorSpec,Channel1,Channel2,Channel3,Channel4,Discrepancies,ErrorOrdinal,ErrorLabelFormatting,ErrorOverplotting,ErrorTextOverlap,ErrorFiltering,ErrorDescriptiveStats,ErrorVizIdiomMismatch,ErrorChartJunk,AllErrors,VisAskedFor,VisProduced,errorFormatting1,errorFormatting2,errorFormatting3,errorFormatting4,errorFormatting5,errorFormatting6,errorFormatting7,errorFormatting8
1,Make a bar chart of the salaries in US dollars,"Yes, use salary_in_usd for the bar chart. Compare to experience_level",11,"plt.figure(figsize=(10, 6))",Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",Bar Chart,Bar Chart,,,,,,,,
1,Make a bar chart of the salaries in US dollars,"Yes, use salary_in_usd for the bar chart. Compare to experience_level",12,"average_salary_by_exp.plot(kind='bar', color='skyblue')",Plotting,df.plot,bar,single,Spatial Region,Position on Common Scale,Length (1D Size),No Extra,No Discrepancy,1,1,0,0,0,0,0,0,"Ordinal,LabelFormatting,,,,,,",Bar Chart,Bar Chart,Ordinal,LabelFormatting,,,,,,
1,Make a bar chart of the salaries in US dollars,"Yes, use salary_in_usd for the bar chart. Compare to experience_level",13,plt.xlabel('Experience Level'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",Bar Chart,Bar Chart,,,,,,,,
1,Make a bar chart of the salaries in US dollars,"Yes, use salary_in_usd for the bar chart. Compare to experience_level",14,plt.ylabel('Average Salary (in USD)'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",Bar Chart,Bar Chart,,,,,,,,
1,Make a bar chart of the salaries in US dollars,"Yes, use salary_in_usd for the bar chart. Compare to experience_level",15,plt.title('Average Salary in USD vs Experience Level'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",Bar Chart,Bar Chart,,,,,,,,
1,Make a bar chart of the salaries in US dollars,"Yes, use salary_in_usd for the bar chart. Compare to experience_level",16,plt.xticks(rotation=45),Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",Bar Chart,Bar Chart,,,,,,,,
1,Make a bar chart of the salaries in US dollars,"Yes, use salary_in_usd for the bar chart. Compare to experience_level",17,plt.grid(axis='y'),Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",Bar Chart,Bar Chart,,,,,,,,
1,Make a bar chart of the salaries in US dollars,"Yes, use salary_in_usd for the bar chart. Compare to experience_level",18,plt.tight_layout(),Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",Bar Chart,Bar Chart,,,,,,,,
1,Make a bar chart of the salaries in US dollars,"Yes, use salary_in_usd for the bar chart. Compare to experience_level",19,plt.show(),Plotting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",Bar Chart,Bar Chart,,,,,,,,
2,Make a graph of the average salary in US dollars by experience level,Make a graph of the average salary in US dollars by experience level,1,# Generate a line graph,Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Prompted,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Line Chart,,,,,,,,
2,Make a graph of the average salary in US dollars by experience level,Make a graph of the average salary in US dollars by experience level,2,"plt.figure(figsize=(10, 6))",Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Line Chart,,,,,,,,
2,Make a graph of the average salary in US dollars by experience level,Make a graph of the average salary in US dollars by experience level,3,"average_salary_by_exp.plot(kind='line', marker='o', color='skyblue')",Plotting,df.plot,line,single ,Spatial Region,Position on Common Scale,No Extra,No Extra,No Discrepancy,1,1,0,0,0,0,1,0,"Ordinal,LabelFormatting,,,,,VizIdiomMismatch,",None Specified ,Line Chart,Ordinal,LabelFormatting,,,,,VizIdiomMismatch,
2,Make a graph of the average salary in US dollars by experience level,Make a graph of the average salary in US dollars by experience level,4,plt.xlabel('Experience Level'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Line Chart,,,,,,,,
2,Make a graph of the average salary in US dollars by experience level,Make a graph of the average salary in US dollars by experience level,5,plt.ylabel('Average Salary (in USD)'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Line Chart,,,,,,,,
2,Make a graph of the average salary in US dollars by experience level,Make a graph of the average salary in US dollars by experience level,6,plt.title('Average Salary in USD vs Experience Level'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Line Chart,,,,,,,,
2,Make a graph of the average salary in US dollars by experience level,Make a graph of the average salary in US dollars by experience level,7,plt.grid(axis='both'),Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Line Chart,,,,,,,,
2,Make a graph of the average salary in US dollars by experience level,Make a graph of the average salary in US dollars by experience level,8,plt.tight_layout(),Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Line Chart,,,,,,,,
2,Make a graph of the average salary in US dollars by experience level,Make a graph of the average salary in US dollars by experience level,9,plt.show(),Plotting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Line Chart,,,,,,,,
3,Make a graph of the median salary in US dollars by type of employment,Make a graph of the median salary in US dollars by type of employment,1,# Group the data by 'employment_type' and calculate the median of 'salary_in_usd',Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Line Chart,,,,,,,,
3,Make a graph of the median salary in US dollars by type of employment,Make a graph of the median salary in US dollars by type of employment,2,median_salary_by_emp_type = data_df.groupby('employment_type')['salary_in_usd'].median(),Data Transformation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Line Chart,,,,,,,,
3,Make a graph of the median salary in US dollars by type of employment,Make a graph of the median salary in US dollars by type of employment,3,# Generate a line graph,Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Prompted,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Line Chart,,,,,,,,
3,Make a graph of the median salary in US dollars by type of employment,Make a graph of the median salary in US dollars by type of employment,4,"plt.figure(figsize=(10, 6))",Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Line Chart,,,,,,,,
3,Make a graph of the median salary in US dollars by type of employment,Make a graph of the median salary in US dollars by type of employment,5,"median_salary_by_emp_type.plot(kind='line', marker='o', color='skyblue')",Plotting,df.plot,line,single,Spatial Region,Position on Common Scale,No Extra,No Extra,No Discrepancy,1,1,0,0,0,0,1,0,"Ordinal,LabelFormatting,,,,,VizIdiomMismatch,",None Specified ,Line Chart,Ordinal,LabelFormatting,,,,,VizIdiomMismatch,
3,Make a graph of the median salary in US dollars by type of employment,Make a graph of the median salary in US dollars by type of employment,6,plt.xlabel('Employment Type'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Line Chart,,,,,,,,
3,Make a graph of the median salary in US dollars by type of employment,Make a graph of the median salary in US dollars by type of employment,7,plt.ylabel('Median Salary (in USD)'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Line Chart,,,,,,,,
3,Make a graph of the median salary in US dollars by type of employment,Make a graph of the median salary in US dollars by type of employment,8,plt.title('Median Salary in USD vs Employment Type'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Line Chart,,,,,,,,
3,Make a graph of the median salary in US dollars by type of employment,Make a graph of the median salary in US dollars by type of employment,9,plt.grid(axis='both'),Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Line Chart,,,,,,,,
3,Make a graph of the median salary in US dollars by type of employment,Make a graph of the median salary in US dollars by type of employment,10,plt.tight_layout(),Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Line Chart,,,,,,,,
3,Make a graph of the median salary in US dollars by type of employment,Make a graph of the median salary in US dollars by type of employment,11,plt.show(),Plotting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Line Chart,,,,,,,,
4,Make a graph of the average salary in US dollars for the top ten most common job titles,Make a graph of the average salary in US dollars for the top ten most common job titles,1,# Calculate the top 10 most common job titles,Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Bar Chart,,,,,,,,
4,Make a graph of the average salary in US dollars for the top ten most common job titles,Make a graph of the average salary in US dollars for the top ten most common job titles,2,top_10_jobs = data_df['job_title'].value_counts().index[:10],Data Transformation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Bar Chart,,,,,,,,
4,Make a graph of the average salary in US dollars for the top ten most common job titles,Make a graph of the average salary in US dollars for the top ten most common job titles,3,# Filter the data to include only the top 10 most common job titles,Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Bar Chart,,,,,,,,
4,Make a graph of the average salary in US dollars for the top ten most common job titles,Make a graph of the average salary in US dollars for the top ten most common job titles,4,filtered_data = data_df[data_df['job_title'].isin(top_10_jobs)],Data Transformation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Bar Chart,,,,,,,,
4,Make a graph of the average salary in US dollars for the top ten most common job titles,Make a graph of the average salary in US dollars for the top ten most common job titles,5,# Group by job title and calculate the average salary,Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Bar Chart,,,,,,,,
4,Make a graph of the average salary in US dollars for the top ten most common job titles,Make a graph of the average salary in US dollars for the top ten most common job titles,6,average_salary_top_jobs = filtered_data.groupby('job_title')['salary_in_usd'].mean(),Data Transformation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Bar Chart,,,,,,,,
4,Make a graph of the average salary in US dollars for the top ten most common job titles,Make a graph of the average salary in US dollars for the top ten most common job titles,7,# Generate a bar chart showing the average salary for the top ten most common job titles,Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Prompted,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Bar Chart,,,,,,,,
4,Make a graph of the average salary in US dollars for the top ten most common job titles,Make a graph of the average salary in US dollars for the top ten most common job titles,8,"plt.figure(figsize=(10, 6))",Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Bar Chart,,,,,,,,
4,Make a graph of the average salary in US dollars for the top ten most common job titles,Make a graph of the average salary in US dollars for the top ten most common job titles,9,"average_salary_top_jobs.sort_values().plot(kind='barh', color='skyblue')",Plotting,df.plot,barh,single,Spatial Region,Position on Common Scale,Length (1D Size),No Extra,No Discrepancy,0,1,0,0,0,0,0,0,",LabelFormatting,,,,,,",None Specified ,Bar Chart,,LabelFormatting,,,,,,
4,Make a graph of the average salary in US dollars for the top ten most common job titles,Make a graph of the average salary in US dollars for the top ten most common job titles,10,plt.xlabel('Average Salary (in USD)'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Bar Chart,,,,,,,,
4,Make a graph of the average salary in US dollars for the top ten most common job titles,Make a graph of the average salary in US dollars for the top ten most common job titles,11,plt.ylabel('Job Title'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Bar Chart,,,,,,,,
4,Make a graph of the average salary in US dollars for the top ten most common job titles,Make a graph of the average salary in US dollars for the top ten most common job titles,12,plt.title('Average Salary in USD for the Top Ten Most Common Job Titles'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Bar Chart,,,,,,,,
4,Make a graph of the average salary in US dollars for the top ten most common job titles,Make a graph of the average salary in US dollars for the top ten most common job titles,13,plt.grid(axis='x'),Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Bar Chart,,,,,,,,
4,Make a graph of the average salary in US dollars for the top ten most common job titles,Make a graph of the average salary in US dollars for the top ten most common job titles,14,plt.tight_layout(),Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Bar Chart,,,,,,,,
4,Make a graph of the average salary in US dollars for the top ten most common job titles,Make a graph of the average salary in US dollars for the top ten most common job titles,15,plt.show(),Plotting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Bar Chart,,,,,,,,
5,Make a visualization of job titles by experience level,Make a visualization of job titles by experience level,1,# Count the number of each job title for each experience level,Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Stacked Bar Chart,,,,,,,,
5,Make a visualization of job titles by experience level,Make a visualization of job titles by experience level,2,job_title_by_exp = data_df.groupby('experience_level')['job_title'].value_counts().unstack(),Data Transformation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Stacked Bar Chart,,,,,,,,
5,Make a visualization of job titles by experience level,Make a visualization of job titles by experience level,3,# Generate a stacked bar chart,Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Prompted,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Stacked Bar Chart,,,,,,,,
5,Make a visualization of job titles by experience level,Make a visualization of job titles by experience level,4,"job_title_by_exp.plot(kind='bar', stacked=True, figsize=(12, 8))",Plotting,df.plot,bar,unspecified,Spatial Region,Position on Common Scale,Length (1D Size),Color Hue,No Discrepancy,1,0,1,0,0,0,1,0,"Ordinal,,Overplotting,,,,VizIdiomMismatch,",None Specified ,Stacked Bar Chart,Ordinal,,Overplotting,,,,VizIdiomMismatch,
5,Make a visualization of job titles by experience level,Make a visualization of job titles by experience level,5,plt.xlabel('Experience Level'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Stacked Bar Chart,,,,,,,,
5,Make a visualization of job titles by experience level,Make a visualization of job titles by experience level,6,plt.ylabel('Number of Employees'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Stacked Bar Chart,,,,,,,,
5,Make a visualization of job titles by experience level,Make a visualization of job titles by experience level,7,plt.title('Distribution of Job Titles by Experience Level'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Stacked Bar Chart,,,,,,,,
5,Make a visualization of job titles by experience level,Make a visualization of job titles by experience level,8,plt.xticks(rotation=45),Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Stacked Bar Chart,,,,,,,,
5,Make a visualization of job titles by experience level,Make a visualization of job titles by experience level,9,"plt.legend(title='Job Title', bbox_to_anchor=(1.05, 1), loc='upper left')",Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Stacked Bar Chart,,,,,,,,
5,Make a visualization of job titles by experience level,Make a visualization of job titles by experience level,10,plt.tight_layout(),Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Stacked Bar Chart,,,,,,,,
5,Make a visualization of job titles by experience level,Make a visualization of job titles by experience level,11,plt.show(),Plotting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Stacked Bar Chart,,,,,,,,
6,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,1,# Filter the data to include only Data Scientist job title,Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Prompted,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Pie Chart,,,,,,,,
6,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,2,data_scientists_data = data_df[data_df['job_title'] == 'Data Scientist'],Data Transformation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Prompted,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Pie Chart,,,,,,,,
6,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,3,# Calculate the counts of each salary currency,Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Pie Chart,,,,,,,,
6,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,4,currency_counts = data_scientists_data['salary_currency'].value_counts(),Data Transformation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Pie Chart,,,,,,,,
6,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,5,# Generate a pie chart to visualize the types of salary currencies for Data Scientists,Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Prompted,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Pie Chart,,,,,,,,
6,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,6,"plt.figure(figsize=(10, 6))",Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Pie Chart,,,,,,,,
6,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,7,"currency_counts.plot(kind='pie', autopct='%1.1f%%', startangle=140, pctdistance=0.85, colors=plt.cm.Paired.colors)",Plotting,df.plot,pie,palette,Color Hue,Tilt/angle,Area (2D Size),No Extra,No Discrepancy,0,0,1,1,0,0,1,0,",,Overplotting,TextOverlap,,,VizIdiomMismatch,",None Specified ,Pie Chart,,,Overplotting,TextOverlap,,,VizIdiomMismatch,
6,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,8,plt.title('Salary Currencies for Data Scientists'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Pie Chart,,,,,,,,
6,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,9,plt.ylabel(''),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Pie Chart,,,,,,,,
6,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,10,plt.tight_layout(),Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Pie Chart,,,,,,,,
6,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,11,plt.show(),Plotting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Pie Chart,,,,,,,,
7,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,1,# We have already calculated this in the previous script and generated a Plot,Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,3D Pie Chart,,,,,,,,
7,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,2,# Here we will regenerate the same,Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,3D Pie Chart,,,,,,,,
7,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,3,# Generate a pie chart again to visualize the types of salary currencies for Data Scientists,Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Prompted,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,3D Pie Chart,,,,,,,,
7,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,4,"plt.figure(figsize=(8, 8))",Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,3D Pie Chart,,,,,,,,
7,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,5,"currency_counts.plot(kind='pie', autopct='%1.1f%%', startangle=140, pctdistance=0.85, colors=plt.cm.Paired.colors, explode=[0.05]*currency_counts.shape[0], shadow=True)",Plotting,df.plot,pie,pallette,Color Hue,Tilt/angle,Area (2D Size),No Extra,No Discrepancy,0,0,1,1,0,0,1,1,",,Overplotting,TextOverlap,,,VizIdiomMismatch,ChartJunk",None Specified ,3D Pie Chart,,,Overplotting,TextOverlap,,,VizIdiomMismatch,ChartJunk
7,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,6,plt.title('Salary Currencies for Data Scientists'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,3D Pie Chart,,,,,,,,
7,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,7,plt.ylabel(''),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,3D Pie Chart,,,,,,,,
7,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,8,plt.tight_layout(),Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,3D Pie Chart,,,,,,,,
7,Create a visualization of the types of salary currencies for data scientists,Create a visualization of the types of salary currencies for data scientists,9,plt.show(),Plotting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,3D Pie Chart,,,,,,,,
